intent,query,answer
일반상식,스페인령 칠레의 초대 제독이 누구지,페드로 데 발디비아
일반상식,가사문학이 뭐야,조선에서 시조와 함께 유행했던 문학 양식
일반상식,RAD750이 어느 정도의 방사선량까지 견딜 수 있어,"200,000에서 1,000,000 rad (2천에서 1만 그레이)"
일반상식,스탠 코벨레스키의 첫 시즌 성적을 알려줘,"272이닝을 던져 23승 11패, 1.95의 평균자책점을 기록"
일반상식,알키비아데스는 어떤 혐의로 체포령을 받았어,헤르마 파괴 혐의뿐만 아니라 ‘엘레프시나의 비밀의식(엘레우시스 밀의종교)’을 했다는 혐의
일반상식,사업주가 주휴수당을 지불하지 않으면 어디로 신고하면 돼,노동부
일반상식,건담 ova에서 애너벨 가토가 데라즈 플리트에 참여하면서 승진한 계급은,소령
일반상식,블레넘 궁전이 어디에 있어,영국 옥스퍼드셔 주 우드스톡
일반상식,메피스토는 어떤 보스지,물리적인 힘보다는 마법에 특화되어 있는 보스
일반상식,트럼프는 자신의 인생을 뭐라고 표현했어,프로적 인생
일반상식,시스라이타니아에 사는 사람 수는 얼마나 되지,"28,571,934명"
일반상식,신도나라의 첫 왕과 중산왕을 지낸 사람이 누구야,중산효왕 유흥
일반상식,더럼은 어느 주에 속해,캐나다 온타리오 주
일반상식,충청남도에서 가장 큰 시가 어디야,공주시
일반상식,2012년 유에파 챔피언스리그 우승팀이 어디야,첼시 FC
일반상식,레프 셰스토프는 어느 나라 사람이지,러시아
일반상식,난소사토미 팔견전에게 영향을 준 책 제목이 뭐야,수호지
일반상식,영화 붉은 돼지 시대 배경이 언제야,1920년대
일반상식,니체가 변용한 사상가가 누구야,쇼펜하우어
일반상식,수원 화성 가운데에 있는 종각은 어디야,여민각
일반상식,Yoav Freund와 Robert Schapire가 괴델상을 받은게 언제야,2003년
일반상식,젊은 바그너는 무슨 야망을 갖고 있었어,극작가가 되겠다는 야망
일반상식,헝가리 부더의 옛이름이 뭐야,오부더
일반상식,태평천국의 난의 주요 무대는 어디야,"강소성, 절강성, 안휘성, 호북성"
일반상식,누가 바킬리데스의 경쟁자야,핀다로스
일반상식,구석기 시대 사용한 도구가 뭐야,뗀석기
일반상식,케냔트로푸스 플라티오프스는 어떤 것을 먹고 살았던 것으로 추정되니,"부드러운 식물과 과일, 고기를 섭취"
일반상식,포스트구조주의자로 누구를 들 수 있지,"자크 데리다, 미셸 푸코, 질 들뢰즈, 주디스 버틀러, 자크 라캉, 장 보드리야르, 쥘리아 크리스테바(Julia Kristeva) 등"
일반상식,크리스티나 아길레라의 네 번째 정규앨범 이름이 뭐야,Bionic
일반상식,로스앤젤레스 다저스와 라이벌 관계인 팀은 어디야,샌프란시스코 자이언츠
일반상식,법적 대리가 뭔지 알려줘,본인이 아닌 제3자가 본인을 위해 대신 법률행위를 하는 것
일반상식,트라이던트라는 별칭으로도 불리며 강이 있어 풍요롭지만 내분이 있는 지역이 어디야,리버랜드
일반상식,베가 브랜드가 추구하는 게 뭐야,"소통, 공유, 공감"
일반상식,대니얼 스터리지가 2011년 이적한 팀은 어디야,볼튼 원더러스 FC
일반상식,방콕이 제일 큰 문제가 뭐야,교통혼잡
일반상식,평택임씨의 대표적인 문중재사를 뭐라고 해,기룡재(起龍齋)
일반상식,미움받을 용기2는 언제 출판됐어,2016년도 5월
일반상식,가이아나 국장을 채택한 사람이 누구야,엘리자베스 2세 여왕
일반상식,DB AG의 국외 이동 열차는 어떻게 나뉘지,EC와 ICE의 두 가지
일반상식,엑스박스의 동영상지원은 언제부터 됐어,2007년 봄
일반상식,1924년부터 1925년 사이에 조선일보는 몇 건의 기사가 총독부에 압수됐지,90건
일반상식,기레기는 뭐와 쓰레기의 합성어지,기자
일반상식,제임스 쿡은 어떤 병에 대한 공로로 왕립 학회에서 메달을 받았어,괴혈병 예방
일반상식,루벤 데 라 레드가 사용하던 등번호를 누가 쓰게 됐어,라울 알비올
일반상식,CISC 제어기 대신 RISC에서 탑재한 하드웨어는,프로세서 레지스터 뱅크와 캐시
일반상식,마니교에서는 무엇이 인간을 규정한다고 생각해,영혼
일반상식,아랑전설에 나오는 영남루 비화로 인해 만들어진 아리랑이 뭐야,밀양아리랑
일반상식,cair.kaist.ac.kr 에 기재되었던 내용은,한국 관광 자료
일반상식,클리프 브룸바가 2008년 시즌에 출장한 경기 수를 알려줘,102경기
일반상식,임산부의 음주가 태아의 IQ에 어떤 영향을 끼치지,낮은 IQ점수를 유도
일반상식,서구를 둘러싸고 있는 산에는 뭐가 있어,"금당산, 개금산, 송학산"
일반상식,노장유기는 어디에서 연재를 시작했지,수상소설(繡像小說)
일반상식,광구가 뭐야,지구 관찰자의 눈에 보이는 항성의 표면
일반상식,축구선수 김용대의 포지션을 알려줘.,골키퍼
일반상식,삐삐 가입자가 받았던 앞자리 번호는,"012, 015"
일반상식,17대 국회 회기 동안 한명숙은 통일외교통상위원회에 소속되어 어떤 활동을 했지,국가보안법 폐지 등을 위해 노력
일반상식,가면라이더 팡가이어가 인간 사이에서 낳은 사람이 누구야,와타루
일반상식,탁재훈이 신정환과 결성한 그룹은,컨츄리 꼬꼬
일반상식,수영선수 박태환 소속 팀이 어디야,인천광역시청
일반상식,대왕고래는 어느 과에 속하는 동물이지,수염고랫과
일반상식,시리아의 수도는 어디야,다마스쿠스
일반상식,쿠웨이트는 어떤 도시야,"쿠웨이트의 에미르가 주거하는 곳이며, 정치적인 일이 해결되는 도시"
일반상식,7번방의 선물이 어떤 사건을 보고 만든거야,춘천 강간살인 조작 사건
일반상식,울산이 광역시로 된게 언제야,1997년
일반상식,찰스 규드 브라이언트는 언제 태어났지,1949년 1월 17일
일반상식,이웅진이 개발한 배우자 지수가 어떤 요소들을 사용해서 측정해,"사회·경제적 능력, 신체적 매력, 가정 환경 조건 등"
일반상식,가수 에이프릴 세 번째 앨범 타이틀곡이 뭐야,봄의 나라 이야기
일반상식,이순신 장군 충렬묘비는 어디 가면 볼 수 있어,경상남도 통영의 충렬사 내 비각
일반상식,미국의 헌법 5조에는 어떤 내용이 있어,헌법 개정의 절차를 규정
일반상식,이마트 노브랜드 용인보라점의 첫 달 매출은 얼마였어,195억원
일반상식,Lee Tzsche에 실린 Actually Finally에 대한 평가는 어땠어,팝적인 요소가 강해서 오히려 이상은의 색깔을 잘 반영하지 못했다
일반상식,테니스에서 라켓 쥔손의 반대 방향으로 스윙하는 걸 뭐라고 하지,포핸드
일반상식,SES는 활동기간이 얼마나 돼,5년
일반상식,왜행성의 정의를 알려줘,다른 천체의 위성이 아니면서 조건 제1과 제2만을 만족시키는 천체
일반상식,1912년 스톡홀름 올림픽 110m 허들 금메달리스트가 누구지,"프레더릭 (""프레드"") 워런 켈리"
일반상식,파이널 판타지 십오 뭘로 해,플레이스테이션 4와 엑스박스 원
일반상식,불교의 부정견은 무슨 뜻이야,진리에 어긋나는 잘못된 견해라는 뜻으로 악견(惡見)과 같은 말
일반상식,신분당선 운영 기업이 어디야,네오트랜스
일반상식,2008년 방글라데시 아와미 연맹이 주도했던 대연정에 야당이 몇 당 참여했어,야4당
일반상식,인도네시아의 종교는 제한적이야,신앙의 자유를 보장
일반상식,방글라데시 말로 그라민의 뜻은 뭐야,마을
일반상식,정선아리랑열차는 몇 년도에 운행되기 시작했어,2015년
일반상식,해독포션과 비슷한 기능을 하는 아이템 옵션은 뭐가 있지,중독 시간 감소
일반상식,유교를 성리학으로 발전시킨 사람이 누구야,주자(주희)와 정자(정이)
일반상식,마다가스카르산악쥐는 어디에서 발견되,마다가스카르 섬 동부의 고지대
일반상식,먀오족은 어느 언어 명칭이야,중국어
일반상식,클램프는 몇 년도에 상경했어,1989년
일반상식,삼국지에서 손책은 몇 살때 죽었어,26세
일반상식,축구 팀 첼시의 구단주가 누구야,로만 아브라모비치
일반상식,헤게모니는 무엇의 혼합이야,정치적 강제와 지적 도덕적 동의의 혼합
일반상식,수한면 주민들은 몇 차 산업에 의존하고 있지,1차
일반상식,소설 동경이문은 장르가 뭐야,호러
일반상식,여주보의 운영주체는,한국수자원공사
일반상식,무슬림에서 먹지 않는 고기가 뭐야,돼지고기
일반상식,물은 어떤 원소가 결합된거야,산소와 수소
일반상식,사마의는 위나라의 군대로 라이벌인 누구의 북벌을 막아내,제갈량
일반상식,스웨덴에서 유명한 요리를 알려줘,"그레이비와 삶은 감자, 월귤잼을 곁들인 스웨덴식 미트볼과, 팬케이크, 루테피스크와 스웨덴식 부페인 스뫼르고스보르드"
일반상식,서울시립대학교는 언제 개교했어,1918년
일반상식,이완용은 무슨 계기로 친일파가 된거야,1905년 러일 전쟁에서 일본의 승리가 결정적이 되자
일반상식,가고의 FIFA 월드컵 첫 경기의 상대는 어느 팀이야,보스니아 헤르체고비나
일반상식,피에르 로티의 아지야데는 몇 년도 작품이야,1879
일반상식,앨범 Terminus 의 모든 곡을 작곡한 사람은,나카무라 유리
일반상식,아이엠에프때 여당이 어디야,신한국당
일반상식,우리나라에서 보드워크 엠파이어를 방송한 채널이 어디야,SCREEN 채널
일반상식,우한 시의 GDP는 얼마야,2008년 총 GDP는 3960억 위안이었고 1인당 GDP는 44000위안(약 6442달러)
일반상식,1994년 당시 대한민국의 대통령은 누구야,김영삼
일반상식,만인계가 뭐야,"1,000명 이상의 계원을 모아 돈을 출자한 뒤 추첨이나 입찰로 돈을 융통해 주는 모임"
일반상식,엄지원은 누구와 결혼했어,건축가이자 에세이 작가 오영욱
일반상식,켈리 클락슨이 누구야,미국의 싱어송라이터이자 배우
일반상식,보아가 배우로 데뷔한 드라마 이름이 뭐야,연애를 기대해
일반상식,EAC를 개발한 사람이 누구야,안드레 위트호프
일반상식,ICCF는 언제 처음 열렸지,1990년
일반상식,로마 셈프로니우스 법은 뭘 금지하는 법이야,재판도 받지 않고 로마 시민이 처형당하는 것
일반상식,다낭 이름은 무슨 뜻이야,큰 강의 입구
일반상식,GS칼텍스 서울 KIXX배구단의 원래 연고지는 어디였어,인천광역시
일반상식,전설따라 삼천리의 시그널 곡이 뭐지,조각배
일반상식,충남도지사는 누구야,이완구
일반상식,에스테글랄 테헤란은 어느 나라 축구팀이야,이란
일반상식,천문학에서 엄폐란 어떤 현상을 나타내지,한 천체가 다른 천체에 의해 가리어지는 현상
일반상식,세파라딤은 주로 어느 계열 유대인을 가리키는 말이지,포르투갈이나 스페인계
일반상식,만성 폐쇄성 폐질환의 치료방법은 뭐야,"금연(금연), 예방접종, 재활(호흡재활), 기관지 확장제의 잦은 투여, 스테로이드(코르티코스테로이드) 등"
일반상식,1914년 하우스도르프가 최초로 사용한 원리는 뭐야,하우스도르프 극대 원리
일반상식,브라운아이드걸스의 첫 콘서트는 어디서 했어,서울 대학로 질러홀
일반상식,에드문트 슈토이버에 이어 바이에른 주 의회 총리를 맡은 사람은,귄터
일반상식,모세혈관을 보호하는 세포의 이름은,주(周)세포
일반상식,신채호가 황성신문을 이끌게 된 계기가 뭐야,장지연이 투옥되자 그를 대신
일반상식,칼 샌드버그가 기자로 활동하던 신문사는,《시카고 데일리 뉴스》(Chicago Daily News)
일반상식,고려 4대 왕이 누구야,광종
일반상식,보드워크 엠파이어는 각 시즌당 몇 부씩 방영했지,12부작
일반상식,도호호부절제아문 현판은 누가 쓴거야,조길원
일반상식,윙스들이 타이닉스 변신을 하려면 뭐가 필요해,팔찌
일반상식,교황 바오로 4세가 태어난 곳이 어디야,아벨리노 인근의 카프릴리아이르피나
일반상식,루돌프 크로이처가 크로이처 소나타를 연주했었어,한 번도 연주하지 않았다
일반상식,배틀스타 갈락티카에서 파이널 5의 기억을 누가 삭제했어,존 캐빌
